title,museum,era,material,size
上身金刚拉帕尼,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：43 x 52 x 4厘米
卡吉拉帕尼的负责人,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：26 x 60 x 4厘米
飞和尚,柏林州立博物馆,7世纪,粘土上的颜色,高度x宽度x深度：84 x 56 x 6厘米（在石膏中）
尼布斯的一部分,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：26 x 60 x 4厘米
山区景观,柏林州立博物馆,6.- 7. Jh.,粘土上的颜色,高度x宽度x深度：42 x 35 x 4厘米
碎片波线,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：22 x 32 x 4厘米
Fragment Bergmassiv,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：31 x 27.5 x 4厘米
带有珍珠nimbus的佛陀,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：29 x 54 x 4厘米
僧侣的遗迹,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：42 x 26.5 x 4厘米
head,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：38.1 x 36.2 x 1.5厘米
尊敬的神灵,柏林州立博物馆,6. Jh.,粘土上的颜色,高度x宽度x深度：108.5 x 234 x 4.1厘米（在木头上的石膏）
两个僧侣和送葬者,柏林州立博物馆,7世纪,粘土上的颜色,高度x宽度x深度：174 x 95 x 5.8厘米（石膏）
Sukhavati Vyuha Sutra的场景（询问Vaidehi女王的Budddha Land想可视化哪个）,柏林州立博物馆,8./9. Jh.,粘土上的颜色,高度x宽度x深度：42 x 39 x 3.6厘米（石膏）
佛陀的讲道,柏林州立博物馆,418 - 536,粘土上的颜色,高度x宽度x深度：110 x 141 x 5厘米
一半的拱形天花板，带有Zenit条纹和音乐 - 制作apsearas,柏林州立博物馆,6./7. Jh.,粘土上的颜色,高度x宽度x深度：238 x 506 x 5厘米
佛陀的讲道,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：98 x 46 x 4厘米
mon,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：35.5 x 48.5 x 2 cm
两个孩子的半身像,柏林州立博物馆,1906 - 1913,粘土上的颜色,高度x宽度：32 x 50厘米
飞翔的神,柏林州立博物馆,6./7. Jh.,粘土上的颜色,高度x宽度x深度：184 x 115 x 5.6厘米（石膏）
国王,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：70 x 46.5 x 1.5厘米
讲道场景,柏林州立博物馆,418 - 536,粘土上的颜色,高度x宽度x深度：118 x 145 x 6厘米（安装）
ratnas和飞行数字,柏林州立博物馆,6.- 7. Jh.,粘土上的颜色,高度x宽度x深度：136 x 332 x 6厘米
"Varshakāra, der Minister des Königs Ajātaśatru",柏林州立博物馆,6. Jh.,粘土上的颜色,高度x宽度x深度：21.5 x 31.5 x 5厘米
女王和瓦尔沙卡拉部长阿贾塔塔国王,柏林州立博物馆,6. Jh.,粘土上的颜色,高度x宽度x深度：41 x 72 x 4.4厘米
两排佛塔,柏林州立博物馆,6./7. Jh.,粘土上的颜色,高度x宽度x深度：147 x 215 x 5.7厘米（在石膏上，在木头上）
佛陀的场景,柏林州立博物馆,6. Jh.,粘土上的颜色,高度x宽度x深：318 x 168 x 5.7厘米（石膏）
佛像的场景,柏林州立博物馆,7世纪,粘土上的颜色,"Höhe x Breite: (a-d) 75,5 x 152,5 cm (70x143)"
圆顶的圆顶鸽子的鸽子,柏林州立博物馆,550,粘土上的颜色,高度x宽度x深度：220 x 250 x 10厘米
盘子装饰花甲,柏林州立博物馆,"Qing-Dynastie-Qing-Dynastie, Ära Kangxi",瓷器蓝色的蓝色绘画,高度x直径：5.5 x 35厘米
Thurnwald China,柏林州立博物馆,年：1906年,,
小盘子,柏林州立博物馆,Ming-Dynastie-Tianqi- bis Chongzhen-Ära,瓷器，蓝色和红色釉面,高度x直径：2.2 x 15.2厘米
带有跑兔子的丝绸锦缎,柏林州立博物馆,12./13。世纪,,长度x宽度：最大：62 x 64厘米
Tripitaka,柏林州立博物馆,,Papier,
"Conférence ""La Musique en Orient et en Occident""",柏林州立博物馆,,,速度（音量）：7.5英寸/s。Mono，Full Lane，NAB
Ethnic Minority Music of Southern China,柏林州立博物馆,,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Tolling of Buddhist Temple. Guangdong Music,柏林州立博物馆,记录：1989年态度日期：1997年12月18日生产年份：1990,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Guangdong Folk Tunes. Guangong Traditional Hard String Ensemble,柏林州立博物馆,设置日期：1988记录：DIG。Studio，1987年,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Drums. Chinese Percussion Music,柏林州立博物馆,记录：1989年态度日期：1997年12月18日生产年份：1990,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Night Thoughts: Jinghu Banhu Gaohu Erhu Zhuihu: Chinese Bow-strings Music Series Vol.1,柏林州立博物馆,住宿：1986-1989态度日期：18.12.1997年：1989,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
A Spray of Flower: Suona Kaxi Hulusi Bili KOushao: Chinese Wind Instrumental Music Vol.2,柏林州立博物馆,住宿：1986-1989态度日期：18.12.1997年：1989,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
The Spring orchid: Dizi Bawu Koudi Xiao Xun: Chinese Wind Instrumental Music Vol.1,柏林州立博物馆,记录：1988年态度日期：18.12.1997年：1989年,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Reminiscences of Yunnan: Zhomgruan Concerto: Plucked Instrumental Solo Pieces: Chinese Plucked Instr. Music Series Vol.3,柏林州立博物馆,记录：1986-1990日期：1997年12月18日生产年份：1991,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Ambush: Pipa Liuqin Ruan Yangqin Sanxian Zheng Qin: Chinese Plucked Instrumental Music Series Vol.2,柏林州立博物馆,记录：没有日期：1997年12月18日，1989年,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Sword Dance: Chinese Plucked Instrumental Music Series Vol.1: Liquin Pipa Ruan Yangqin Sanxian Zheng Qin,柏林州立博物馆,住宿：1985- 1987年日期：1997年12月18日生产年份：1988,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Wumen Qin Music. Wu Zhaoji,柏林州立博物馆,记录：1987年态度日期：18.12.1997年：1989年,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Guangling Qin Musaic Series (Excerpts),柏林州立博物馆,入学：1986年态度日期：1997年12月18日生产年份：1988,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Turkestan Chinois / Xinjiang. Musiques Ouigoures (2),柏林州立博物馆,记录：1988-1989态度日期：1997年12月18日,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Turkestan Chinois / Xinjiang. Musiques Ouigoures (1),柏林州立博物馆,记录：1988-1989态度日期：1997年12月18日,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Chine: L'Art du Qin. Li Xiangting,柏林州立博物馆,记录：1990态度日期：1997年12月18日生产年份：1990,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Music of Man Archive: Taiwan. The Confucius Temple Ceremony,柏林州立博物馆,记录年份：1988年态度日期：1997年12月18日：Wolfgang Laade生产年份：1991,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
晚上阳光下的湖泊,柏林州立博物馆,设定日期：1990年生产年份：1990,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Cheng Yu. Classical Chinese Pipa,柏林州立博物馆,设定日期：1997年12月18日生产年份：1991,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Eleven Centuries of Traditional Music of China. Music from..(s.Inh.,柏林州立博物馆,设定日期：1997年12月18日,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Fantastic Pipes of China / Lyu Hong-Jun,柏林州立博物馆,设定日期：1997年12月18日生产年份：1986,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
The World of Peking Opera,柏林州立博物馆,设定日期：1997年12月18日生产年份：1986,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
“ NASU”类型的Karamono椅子带有象牙盖,柏林州立博物馆,13./14。世纪,陶瓷，釉面,高度X直径：6.4 x 7.2厘米（根据KK）
省堡和Zeelandia的地形景观,柏林州立博物馆,"Ming-Dynastie, Ende 17. Jh.",Leder; Tinte; Pigment,框架尺寸：174 x 231.5 x 7.5厘米
坐在梅特雷亚,柏林州立博物馆,17. Jh.,Bronze,对象维度：89 x 47.5 x 30.5厘米
huhu',柏林州立博物馆,,Metall,
huhu',柏林州立博物馆,,Metall,
erhu,柏林州立博物馆,,,
sheng,柏林州立博物馆,,,
erhu,柏林州立博物馆,,,
孤独的起重机返回树林,柏林州立博物馆,Ming-Dynastie-um 1571,纸上的收费滚筒，墨水和颜色,图片：69.2 x 30.3厘米
桃花园,柏林州立博物馆,20世纪20世纪,纸上的收费滚筒，墨水和颜色,高度x宽度：35.7 x 48.4厘米
岬。533年《中国国家书籍》（Ta Ts'ing Hui Tien（Da Qing huidian（大清会典）） - 翻译成Manjurische,柏林州立博物馆,,,
鬼魂面具的舞蹈,柏林州立博物馆,1990，1994公共。年：1999,,
Chinese Masterpieces for the Erh-Hu,柏林州立博物馆,,,速度（记录）：33 rpm
Exotic Music of Ancient China,柏林州立博物馆,,,速度（记录）：33 rpm
Shantung,柏林州立博物馆,,,速度（记录）：33 rpm
Chinese Drums and Gongs,柏林州立博物馆,,,速度（记录）：33 rpm
China's Instrumental Heritage,柏林州立博物馆,,,速度（记录）：33 rpm
Chinese Classical Masterpieces,柏林州立博物馆,,,速度（记录）：33 rpm
Chinese Classical Music,柏林州立博物馆,,,速度（记录）：33 rpm
Allie Mao: An Anthology of Chinese Folk Songs,柏林州立博物馆,1963年（公共年）,,速度（记录）：33 rpm
“中国类型”,柏林州立博物馆,,米纸上包含的绘画的专辑,
Archiv China 1986,柏林州立博物馆,记录年份：1986态度日期：02/22/2000,,速度（音量）：19厘米/s立体声，半轨
Sait Sunds '91。来自中国和日本的传统音乐,柏林州立博物馆,记录年份：1991态度日期：23.02.2000,,
Schaffrath China 1987,柏林州立博物馆,记录年份：1987年态度日期：28.02.2000,,速度（音量）：50个磁带9.5厘米/s立体声，半轨
Hoerburger China 1980,柏林州立博物馆,记录年份：1980态度日期：05.06.2000,,
Brandes/LeeSüdchina1990,柏林州立博物馆,记录年份：1990年态度日期：1997年11月24日,,
台湾科尔纳（Körner）1968年,柏林州立博物馆,记录年份：1968年态度日期：1997年11月24日,,速度（音量）：19厘米/秒
Archiv China 1985,柏林州立博物馆,记录年份：1985年态度日期：1997年11月24日,,直径：18厘米
盘子装饰两个女人在开花桃树下,柏林州立博物馆,Qing-Dynastie-Kangxi-Ära,瓷器蓝色的蓝色绘画,高度x直径：6 x 34厘米（根据KK）
"Ritualgefäß, Typ you",柏林州立博物馆,Zhou-Dynastie (Westliche)-11. Jh. v. u. Z.,青铜，灰绿色,对象维度：28.8 x 13 x 12.2厘米
仪式船，类型ZHI,柏林州立博物馆,后期的朝鲜 - 弗鲁哈周王（西方）-11。世纪V。z。,青铜，棕绿色的毛发，红色的影响,对象维度：13.1 x 10 x 8.8厘米
Eldemboo，台湾系列的第28号,柏林州立博物馆,Qianlong-Periode,丝绸;颜色,
菩萨坐在Loto宝座上,柏林州立博物馆,,,高度：150厘米（比较后I D 23070）
"Ch' en Ta and Heng-Ch' un Tune Minstrelsy: The Miserable Story of Ah-Yuan, the father, and Ah-Fa, the son",柏林州立博物馆,1979,,
A Special Album of Chinese Folk Music: The Music of Taiwan Aborigenes I / The Folksongs of the Ami (from live recordings in their villages),柏林州立博物馆,1979,,
A Special Album of Chinese Folk Music: The Music of Taiwan Aborigenes II Folfsongs of the Puyuma and the Yami (from live recordings in their villages),柏林州立博物馆,1979,,
菩萨坐在Loto宝座上,柏林州立博物馆,,Bronze,身高：150厘米
主磁带“ Ch'in的音乐”,柏林州立博物馆,1977,,速度（音量）：38 cm/s立体声，半轨
"Master-CD ""Yang-guan. Music for Quin, China""",柏林州立博物馆,生产：2001,,
The World of Peking Opera - Sun Wukong - Danao Tiangong,柏林州立博物馆,生产年：1979,,
The World of Peking Opera - Sun Wukong - Danao Tiangong,柏林州立博物馆,生产年：1979,,
Kelet zenéje,柏林州立博物馆,生产年：1981,,
lhama和伴随的人物,柏林州立博物馆,,材料;纸,对象维度：L：图58厘米
“曼朱什里（Manjushri）上方的萨基亚·潘迪塔（Sakya Pandita）,柏林州立博物馆,,材料;纸,对象维度：L：图69厘米
Mandala des Yamantaka,柏林州立博物馆,,材料;纸,一般：cm
Sakyamuni,柏林州立博物馆,,材料;纸,对象维度：L：图71厘米
“ tschangcha tschutuktu”的笔迹,柏林州立博物馆,,丝绸;墨水;木头,高度x宽度：124.5 x 67.4厘米
Mandala mit Vajra,柏林州立博物馆,,,对象维度：H：71.5厘米；B：55.5厘米图片
佛陀的生活sakyamuni,柏林州立博物馆,,,对象维度：CM H：78.3厘米；B：23.5厘米（图片）
tsong k'apa＆tanpernkeit,柏林州立博物馆,,用丝绸上的墨水,高度x宽度：132 x 72厘米
Dakini (?),柏林州立博物馆,,,对象维度：H：21厘米；B：14厘米图片
Mahakala,柏林州立博物馆,,,对象维度：H：50.5厘米；B：41厘米图片
黑色金刚拉帕尼,柏林州立博物馆,,,图片：36 x 27厘米
Vajra Main Motif,柏林州立博物馆,,,彩绘图像区域：40 x 28厘米
档案Blasmusik '90。中国,柏林州立博物馆,录音：1990年10月16日,,速度（音量）：38 cm/s立体声，半轨
Kinderschenkende Guan-yin,柏林州立博物馆,,熏肉,对象维度：17.5 x 8 x 4厘米
冬季服装的家庭家庭,柏林州立博物馆,,演示表格：在纸板上,图像格式（照片）：20.4 x 26.7厘米
Der Offizier Moncoltu,柏林州立博物馆,Qianlong-Periode,,图片：186 x 95厘米
Archiv China,柏林州立博物馆,录音年：1909.1911广播日期：1998年11月19日,,持续时间：01：56：00 x 00 x 00
Archiv China,柏林州立博物馆,录音年：1909.1911广播日期：1998年11月19日,,持续时间：02：10：00 x 00 x 00
Archiv China,柏林州立博物馆,录音年：1909.1911广播日期：1998年11月19日,,持续时间：03：27：00 x 00 x 00
Archiv China,柏林州立博物馆,录音年：1909.1911广播日期：1998年11月19日,,持续时间：02：20：00 x 00 x 00
Archiv China,柏林州立博物馆,录音年：1909.1911广播日期：1998年11月19日,,持续时间：02：51：00 x 00 x 00
中文的英文航海图表山东山东胶州海口,柏林州立博物馆,um 1900,用丝绸上的墨水,Länge: 115 cm
"Archaisierender Kessel, 甗 (yan-Typ)",柏林州立博物馆,宋朝（南部）或以后,Bronze,身高：35.5厘米
带着红色长袍的佛陀站着,柏林州立博物馆,,粘土，木头，涂漆,"Sockel: 34,5 x 59 x 21,5 cm"
Chinese Masterpieces for the Ch' in. Ancient and Modern,柏林州立博物馆,1978,,直径：30厘米
Musical Atlas: Hong Kong. Instrumental Music,柏林州立博物馆,生产年：1974,,速度（记录）：33 rpm
An Anthology of the World's Music 1. The Music of China Vol. 1. Chinese Instruments,柏林州立博物馆,1969,,直径：30厘米
木板,柏林州立博物馆,,体系结构元素,对象维度：15 x 161 x 3.5厘米
Devata的一半,柏林州立博物馆,7./8. Jh.,粘土，油漆,高度x宽度x深度：52 x 34 x 10厘米
"三个通过村庄的死亡精神
每晚的杨格游行",柏林州立博物馆,制造：1998年出版物：2000态度日期：12.12.2001 12：02：24,,上场时间：49分钟
驱逐黄色的精神,柏林州立博物馆,制造：1998年出版物：2000态度日期：12.12.2001 11:05:30,,上场时间：61分钟
Fleur de Scène,柏林州立博物馆,生产：1985年出版：1986,,
Dialogue withe the Ocean,柏林州立博物馆,住宿：1986年态度日期：2001年7月31日10：54：32出版：1987,,速度（音量）：LP 33
