Subject,Predicate,Object
Fußschale,年代,Westliche Zhou-Dynastie-9./8. Jh. v. u. Z.
Fußschale,材料,"Gelblich-graubraunes Protoporzellan, dunkelgrün glasiert"
Fußschale,大小,"Höhe: 16,4 cm"
Fußschale,描述,[SM8HF]
Fußschale,图片链接,https://recherche.smb.museum/images/4564267_300x300.jpg
Fußschale,详情链接,https://id.smb.museum/object/1907516/fussschale
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Westliche Zhou-Dynastie-9./8. Jh. v. u. Z.
Topf,材料,"Cremefarbiges Protoporzellan, grün-braun glasiert"
Topf,大小,Höhe x Durchmesser: 7 x 14 cm
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564266_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907514/topf
Kleiner Topf,属于,Staatliche Museen zu Berlin
Kleiner Topf,年代,Westliche Zhou-Dynastie-9./8. Jh. v. u. Z.
Kleiner Topf,材料,"Graues Protoporzellan, olivgün glasiert"
Kleiner Topf,大小,"Höhe x Breite x Tiefe: 3,2 x 7,2 x 6,9 cm"
Kleiner Topf,描述,[SM8HF]
Kleiner Topf,图片链接,https://recherche.smb.museum/images/4564265_300x300.jpg
Kleiner Topf,详情链接,https://id.smb.museum/object/1907511/kleiner-topf
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Westliche Zhou-Dynastie-9./8. Jh. v. u. Z.
Topf,材料,"Hellbraunes Protoporzellan, olivgrün glasiert"
Topf,大小,"Höhe x Durchmesser: 11,3 x 16,7 cm"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564264_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907502/topf
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Westliche Zhou-Dynastie-10./9. Jh. v. u. Z.
Topf,材料,"Graues Protoporzellan, olivgün glasiert"
Topf,大小,"Höhe x Breite x Tiefe: 7,8 x 11 x 10 cm"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564263_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907494/topf
"Dreifuß, Typ li",属于,Staatliche Museen zu Berlin
"Dreifuß, Typ li",年代,Shang-Zeit-Mitte 2. Jahrtausend v. u. Z.
"Dreifuß, Typ li",材料,"Braungrauer Ton, Xiajiadian-Kultur"
"Dreifuß, Typ li",大小,"Höhe: 26,8 cm"
"Dreifuß, Typ li",描述,[SM8HF]
"Dreifuß, Typ li",图片链接,https://recherche.smb.museum/images/4564262_300x300.jpg
"Dreifuß, Typ li",详情链接,https://id.smb.museum/object/1907492/dreifuss-typ-li
Dreifüßiger Krug,属于,Staatliche Museen zu Berlin
Dreifüßiger Krug,年代,Neolithikum-Shang-Zeit-2. Jahrtausend v. u. Z.
Dreifüßiger Krug,材料,Grauer Ton
Dreifüßiger Krug,大小,"Höhe x Breite x Tiefe: 10,2 x 9,5 x 8,8 cm"
Dreifüßiger Krug,描述,[SM8HF]
Dreifüßiger Krug,图片链接,https://recherche.smb.museum/images/4564259_300x300.jpg
Dreifüßiger Krug,详情链接,https://id.smb.museum/object/1907488/dreifussiger-krug
Dreifuß,属于,Staatliche Museen zu Berlin
Dreifuß,年代,1. Hälfte 2. Jahrtausend vor Christus-1. Hälfte 2. Jahrtausend v. u. Z.
Dreifuß,材料,"Grauer Ton, Qijia-Kultur (?)"
Dreifuß,大小,"Höhe x Breite x Tiefe: 14,6 x 18,9 x 16,4 cm"
Dreifuß,描述,[SM8HF]
Dreifuß,图片链接,https://recherche.smb.museum/images/4564258_300x300.jpg
Dreifuß,详情链接,https://id.smb.museum/object/1907484/dreifuss
Krug,属于,Staatliche Museen zu Berlin
Krug,年代,1. Hälfte 2. Jahrtausend v. u. Z.
Krug,材料,"Grauer Ton, Qijia-Kultur"
Krug,大小,"Höhe x Durchmesser: 10 x 10,5 cm"
Krug,描述,[SM8HF]
Krug,图片链接,https://recherche.smb.museum/images/4564256_300x300.jpg
Krug,详情链接,https://id.smb.museum/object/1907483/krug
Krug,属于,Staatliche Museen zu Berlin
Krug,年代,1. Hälfte 2. Jahrtausend v. u. Z.
Krug,材料,"Roter Ton, Qijia-Kultur"
Krug,大小,"Höhe x Durchmesser: 13 x 12,5 cm"
Krug,描述,[SM8HF]
Krug,图片链接,https://recherche.smb.museum/images/4564255_300x300.jpg
Krug,详情链接,https://id.smb.museum/object/1907479/krug
Henkeltopf,属于,Staatliche Museen zu Berlin
Henkeltopf,年代,1. Hälfte 2. Jahrtausend v. u. Z.
Henkeltopf,材料,"Gelber Ton, Qijia-Kultur"
Henkeltopf,大小,"Höhe x Breite x Tiefe: 12,8 x 11,5 x 8,2 cm"
Henkeltopf,描述,[SM8HF]
Henkeltopf,图片链接,https://recherche.smb.museum/images/4564254_300x300.jpg
Henkeltopf,详情链接,https://id.smb.museum/object/1907473/henkeltopf
Dreifuß,属于,Staatliche Museen zu Berlin
Dreifuß,年代,Neolithikum-3. Jahrtausend v. u. Z.
Dreifuß,材料,"Grauer Ton, Dawenkou- oder Longshan-Kultur"
Dreifuß,大小,"Höhe x Durchmesser: 10,9 x 10,9 cm"
Dreifuß,描述,[SM8HF]
Dreifuß,图片链接,https://recherche.smb.museum/images/4564252_300x300.jpg
Dreifuß,详情链接,https://id.smb.museum/object/1907423/dreifuss
Kleiner Topf,属于,Staatliche Museen zu Berlin
Kleiner Topf,年代,Neolithikum-2. Hälfte 3. Jahrtausend
Kleiner Topf,材料,"Schwarzer Ton, Longshan-Kultur"
Kleiner Topf,大小,"Höhe x Durchmesser: 11,1 x 9 cm"
Kleiner Topf,描述,[SM8HF]
Kleiner Topf,图片链接,https://recherche.smb.museum/images/4564251_300x300.jpg
Kleiner Topf,详情链接,https://id.smb.museum/object/1907422/kleiner-topf
Krug,属于,Staatliche Museen zu Berlin
Krug,年代,Neolithikum-2. Hälfte 3. Jahrtausend
Krug,材料,"Schwarzer Ton, Longshan-Kultur"
Krug,大小,"Höhe x Breite x Tiefe: 12 x 9,8 x 8 cm"
Krug,描述,[SM8HF]
Krug,图片链接,https://recherche.smb.museum/images/4564250_300x300.jpg
Krug,详情链接,https://id.smb.museum/object/1907421/krug
Fußbecher,属于,Staatliche Museen zu Berlin
Fußbecher,年代,Neolithikum-Mitte 3. Jahrtausend v. u. Z.
Fußbecher,材料,"Schwarzer Ton, Dawenkou-Kultur"
Fußbecher,大小,"Höhe x Durchmesser: ca. 18,5 x 9 cm"
Fußbecher,描述,[SM8HF]
Fußbecher,图片链接,https://recherche.smb.museum/images/4564249_300x300.jpg
Fußbecher,详情链接,https://id.smb.museum/object/1907420/fussbecher
Fußschale,属于,Staatliche Museen zu Berlin
Fußschale,年代,Neolithikum-1. Hälfte 3. Jahrtausend v. u. Z.
Fußschale,材料,"Schwarzer Ton, Dawenkou-Kultur"
Fußschale,大小,Höhe x Durchmesser: 13 x 23 cm
Fußschale,描述,[SM8HF]
Fußschale,图片链接,https://recherche.smb.museum/images/4564247_300x300.jpg
Fußschale,详情链接,https://id.smb.museum/object/1907418/fussschale
Schale,属于,Staatliche Museen zu Berlin
Schale,年代,Neolithikum-1. Hälfte 3. Jahrtausend v. u. Z.
Schale,材料,"Roter Ton, Dawenkou-Kultur"
Schale,大小,"Höhe x Durchmesser: 9,2 x 19,3 cm"
Schale,描述,[SM8HF]
Schale,图片链接,https://recherche.smb.museum/images/4564246_300x300.jpg
Schale,详情链接,https://id.smb.museum/object/1907416/schale
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,Neolithikum-1. Hälfte 3. Jahrtausend v. u. Z.
Topf,材料,"Roter Ton, Dawenkou-Kultur"
Topf,大小,"Höhe x Durchmesser: 18,8 x 14,9 cm"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4564245_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1907415/topf
Dreifuß,属于,Staatliche Museen zu Berlin
Dreifuß,年代,Neolithikum-1. Hälfte 3. Jahrtausend v. u. Z.
Dreifuß,材料,"Roter Ton, Dawenkou-Kultur"
Dreifuß,大小,"Höhe x Durchmesser: 15,3 x 14,8 cm"
Dreifuß,描述,[SM8HF]
Dreifuß,图片链接,https://recherche.smb.museum/images/4564244_300x300.jpg
Dreifuß,详情链接,https://id.smb.museum/object/1907414/dreifuss
Krug,属于,Staatliche Museen zu Berlin
Krug,年代,Neolithikum-1. Hälfte 3. Jahrtausend v. u. Z.
Krug,材料,"Roter Ton, Dawenkou-Kultur"
Krug,大小,"Höhe x Breite x Tiefe: 12,1 x 14,5 x 13,3 cm"
Krug,描述,[SM8HF]
Krug,图片链接,https://recherche.smb.museum/images/4564243_300x300.jpg
Krug,详情链接,https://id.smb.museum/object/1907404/krug
"Henkeltopf, Typ machang",属于,Staatliche Museen zu Berlin
"Henkeltopf, Typ machang",年代,Neolithikum-Shang-Zeit-spätes 3./frühes 2. Jahrtausend
"Henkeltopf, Typ machang",材料,"Ton, bemalt, Majiayao-Kultur"
"Henkeltopf, Typ machang",大小,"Höhe x Durchmesser: 15,5 x 17 cm"
"Henkeltopf, Typ machang",描述,[SM8HF]
"Henkeltopf, Typ machang",图片链接,https://recherche.smb.museum/images/4564242_300x300.jpg
"Henkeltopf, Typ machang",详情链接,https://id.smb.museum/object/1907396/henkeltopf-typ-machang
"Topf, Typ machang",属于,Staatliche Museen zu Berlin
"Topf, Typ machang",年代,Neolithikum-spätes 4./ frühes 3. Jahrtausend v. u. Z.
"Topf, Typ machang",材料,"Ton, bemalt, Majiayao-Kultur"
"Topf, Typ machang",大小,Höhe x Breite x Tiefe: 36 x 41 x 36 cm
"Topf, Typ machang",描述,[SM8HF]
"Topf, Typ machang",图片链接,https://recherche.smb.museum/images/4564225_300x300.jpg
"Topf, Typ machang",详情链接,https://id.smb.museum/object/1907371/topf-typ-machang
"Topf, Typ banshan",属于,Staatliche Museen zu Berlin
"Topf, Typ banshan",年代,Neolithikum-Mitte 3. Jahrtausend v. u. Z.
"Topf, Typ banshan",材料,"Grauer Ton, eingekerbtes Dekor, Majiayao-Kultur"
"Topf, Typ banshan",大小,"Höhe x Durchmesser: 12,5 x 14,9 cm"
"Topf, Typ banshan",描述,[SM8HF]
"Topf, Typ banshan",图片链接,https://recherche.smb.museum/images/4564223_300x300.jpg
"Topf, Typ banshan",详情链接,https://id.smb.museum/object/1907369/topf-typ-banshan
"Topf, Typ majiayao",属于,Staatliche Museen zu Berlin
"Topf, Typ majiayao",年代,Neolithikum-spätes 4./frühes 3. Jahrtausend v. u. Z.
"Topf, Typ majiayao",材料,"Ton, bemalt, Majiayao-Kultur"
"Topf, Typ majiayao",大小,Höhe x Breite x Tiefe: 43 x 35 x 31 cm
"Topf, Typ majiayao",描述,[SM8HF]
"Topf, Typ majiayao",图片链接,https://recherche.smb.museum/images/4564222_300x300.jpg
"Topf, Typ majiayao",详情链接,https://id.smb.museum/object/1907361/topf-typ-majiayao
"Schale, Typ majiayao",属于,Staatliche Museen zu Berlin
"Schale, Typ majiayao",年代,Neolithikum-spätes 4./ frühes 3. Jahrtausend v. u. Z.
"Schale, Typ majiayao",材料,"Ton, bemalt, Majiayao-Kultur"
"Schale, Typ majiayao",大小,"Höhe x Durchmesser: 12,2 x 18,5 cm"
"Schale, Typ majiayao",描述,[SM8HF]
"Schale, Typ majiayao",图片链接,https://recherche.smb.museum/images/4564220_300x300.jpg
"Schale, Typ majiayao",详情链接,https://id.smb.museum/object/1907357/schale-typ-majiayao
"Amphore, Typ banpo",属于,Staatliche Museen zu Berlin
"Amphore, Typ banpo",年代,Neolithikum-5. Jahrtausend v. u. Z.
"Amphore, Typ banpo",材料,"Roter Ton, Yangshao-Kultur"
"Amphore, Typ banpo",大小,"Höhe x Breite x Tiefe: 37,5 x 16,5 x 11,8 cm"
"Amphore, Typ banpo",描述,[SM8HF]
"Amphore, Typ banpo",图片链接,https://recherche.smb.museum/images/4564219_300x300.jpg
"Amphore, Typ banpo",详情链接,https://id.smb.museum/object/1907354/amphore-typ-banpo
Huldigungsszene,属于,Staatliche Museen zu Berlin
Huldigungsszene,年代,vor 1898
Huldigungsszene,材料,Tusche auf Papier
Huldigungsszene,大小,Höhe x Breite: 64 x 140 cm
Huldigungsszene,描述,"Eine Abreibung  ist publiziert  in: Chavannes, Édouard  Mission Archáeologique dans la Chine Septentrionale (planches),  Paris, 1909, No 107."
Huldigungsszene,图片链接,https://recherche.smb.museum/images/2883728_300x300.jpg
Huldigungsszene,详情链接,https://id.smb.museum/object/1489993/huldigungsszene
Sitzender Buddha,属于,Staatliche Museen zu Berlin
Sitzender Buddha,年代,4. Jahrhundert-4. Jh.
Sitzender Buddha,材料,"Bronze, vergoldet"
Sitzender Buddha,大小,"Höhe x Breite x Tiefe: 8,8 x 4,5 x 4 cm"
Sitzender Buddha,描述,[SM8HF]
Sitzender Buddha,图片链接,https://recherche.smb.museum/images/4524570_300x300.jpg
Sitzender Buddha,详情链接,https://id.smb.museum/object/1905202/sitzender-buddha
Avalokiteshvara,属于,Staatliche Museen zu Berlin
Avalokiteshvara,年代,Ming-Dynastie (Ende)-17. Jahrhundert
Avalokiteshvara,材料,"Bronze, vergoldet"
Avalokiteshvara,大小,Höhe x Breite x Tiefe: ca. 16 x 11 x 10 cm
Avalokiteshvara,描述,[SM8HF]
Avalokiteshvara,图片链接,https://recherche.smb.museum/images/4524560_300x300.jpg
Avalokiteshvara,详情链接,https://id.smb.museum/object/1905195/avalokiteshvara
Schultertopf,属于,Staatliche Museen zu Berlin
Schultertopf,年代,Yuan-Dynastie-14. Jh. (?)
Schultertopf,材料,"Heller, sandfarbener Ton mit hellem Anguss und braun-schwarzer Glasur"
Schultertopf,大小,"Höhe x Durchmesser: 31,5 x 33,5 cm"
Schultertopf,描述,[SM8HF]
Schultertopf,图片链接,https://recherche.smb.museum/images/4617542_300x300.jpg
Schultertopf,详情链接,https://id.smb.museum/object/1905142/schultertopf
Wassertopf in Löwengestalt,属于,Staatliche Museen zu Berlin
Wassertopf in Löwengestalt,年代,Westliche Jin-Dynastie
Wassertopf in Löwengestalt,材料,"Sandfarbener Ton, transparent-grünes Craquelé"
Wassertopf in Löwengestalt,大小,"Höhe x Breite x Tiefe: 8,4 x 6,5 x 13,2 cm"
Wassertopf in Löwengestalt,描述,[SM8HF]
Wassertopf in Löwengestalt,图片链接,https://recherche.smb.museum/images/4617537_300x300.jpg
Wassertopf in Löwengestalt,详情链接,https://id.smb.museum/object/1905118/wassertopf-in-lowengestalt
Topf,属于,Staatliche Museen zu Berlin
Topf,年代,10. Jh.
Topf,材料,Steinzeug
Topf,大小,"Höhe x Durchmesser: 11,4 x 10,8 cm (Mündung)"
Topf,描述,[SM8HF]
Topf,图片链接,https://recherche.smb.museum/images/4617555_300x300.jpg
Topf,详情链接,https://id.smb.museum/object/1905113/topf
Zehnteiliger Koromandellack-Schirm,属于,Staatliche Museen zu Berlin
Zehnteiliger Koromandellack-Schirm,年代,Qing-Dynastie-wohl 2. Hälfte 17. Jh.
Zehnteiliger Koromandellack-Schirm,材料,"Holz mit Schwarzlack, Farben und Gold über Kreidegrund, sog. Koromandel-Lack"
Zehnteiliger Koromandellack-Schirm,大小,"Objektmaß: 88 x 162,5 x 1 cm"
Zehnteiliger Koromandellack-Schirm,描述,[SM8HF]
Zehnteiliger Koromandellack-Schirm,图片链接,https://recherche.smb.museum/images/4524499_300x300.jpg
Zehnteiliger Koromandellack-Schirm,详情链接,https://id.smb.museum/object/1905049/zehnteiliger-koromandellack-schirm
Stehende Guanyin,属于,Staatliche Museen zu Berlin
Stehende Guanyin,年代,2. Hälfte 6. Jahrhundert-2. Hälfte 6. Jh.
Stehende Guanyin,材料,Kalkstein mit Farbresten und Vergoldung
Stehende Guanyin,大小,"Höhe x Breite x Tiefe: 74,2 x 24 x 15 cm"
Stehende Guanyin,描述,[SM8HF]
Stehende Guanyin,图片链接,https://recherche.smb.museum/images/4895786_300x300.jpg
Stehende Guanyin,详情链接,https://id.smb.museum/object/1904914/stehende-guanyin
Hühnerkopfkrug,属于,Staatliche Museen zu Berlin
Hühnerkopfkrug,年代,Östliche Jin-Dynastie-4. Jh.
Hühnerkopfkrug,材料,"Ton, schwarz glasiert"
Hühnerkopfkrug,大小,"Höhe: 23,5 cm"
Hühnerkopfkrug,描述,[SM8HF]
Hühnerkopfkrug,图片链接,https://recherche.smb.museum/images/4564331_300x300.jpg
Hühnerkopfkrug,详情链接,https://id.smb.museum/object/1904871/huhnerkopfkrug
Gießgefäß in Tiergestalt,属于,Staatliche Museen zu Berlin
Gießgefäß in Tiergestalt,年代,Späte Westliche oder frühe Östliche Jin-Dynastie-4. Jh.
Gießgefäß in Tiergestalt,材料,"Ton, grün glasiert"
Gießgefäß in Tiergestalt,大小,"Höhe x Breite x Tiefe: 19,8 x 13,4 x 25 cm"
Gießgefäß in Tiergestalt,描述,[SM8HF]
Gießgefäß in Tiergestalt,图片链接,https://recherche.smb.museum/images/4564457_300x300.jpg
Gießgefäß in Tiergestalt,详情链接,https://id.smb.museum/object/1904869/giessgefass-in-tiergestalt
Wassergefäß in Löwengestalt,属于,Staatliche Museen zu Berlin
Wassergefäß in Löwengestalt,年代,Westliche Jin-Dynastie-2. Hälfte 3. Jh.
Wassergefäß in Löwengestalt,材料,Grün glasierter Ton
Wassergefäß in Löwengestalt,大小,"Höhe x Breite x Tiefe: 8,8 x 5,2 x 13 cm"
Wassergefäß in Löwengestalt,描述,[SM8HF]
Wassergefäß in Löwengestalt,图片链接,https://recherche.smb.museum/images/4564456_300x300.jpg
Wassergefäß in Löwengestalt,详情链接,https://id.smb.museum/object/1904866/wassergefass-in-lowengestalt
Kanne,属于,Staatliche Museen zu Berlin
Kanne,年代,Qing-Dynastie-ca. 1720-1730
Kanne,材料,"Porzellan, Bemalung, Eisenrot, Gold"
Kanne,大小,"Höhe x Breite x Tiefe: 29,7 x 10,8 x 19 cm (a+b, Kanne mit Deckel)"
Kanne,描述,[SM8HF]
Kanne,图片链接,https://recherche.smb.museum/images/4981911_300x300.jpg
Kanne,详情链接,https://id.smb.museum/object/1904859/kanne
Teller mit Genreszene,属于,Staatliche Museen zu Berlin
Teller mit Genreszene,年代,Qing-Dynastie-um 1730
Teller mit Genreszene,材料,"Porzellan, Unterglasurblau, Schmelzfarben, Gold, Eisenrot, chinesisches Imari"
Teller mit Genreszene,大小,"Höhe x Durchmesser: 3,1 x 23,2 cm"
Teller mit Genreszene,描述,[SM8HF]
Teller mit Genreszene,图片链接,https://recherche.smb.museum/images/4615370_300x300.jpg
Teller mit Genreszene,详情链接,https://id.smb.museum/object/1904817/teller-mit-genreszene
Kännchen,属于,Staatliche Museen zu Berlin
Kännchen,年代,Qing-Dynastie-18. Jh.
Kännchen,材料,"Porzellan, Grisaille-Malerei, Schmelzfarben, Gold"
Kännchen,大小,"Höhe x Breite x Tiefe: 11,5 x 10,3 x 15,8 cm (a+b, Kanne mit Deckel)"
Kännchen,描述,[SM8HF]
Kännchen,图片链接,https://recherche.smb.museum/images/4615663_300x300.jpg
Kännchen,详情链接,https://id.smb.museum/object/1904814/kannchen
Koppchen und Untersatz mit mythologischer Szene,属于,Staatliche Museen zu Berlin
Koppchen und Untersatz mit mythologischer Szene,年代,Qing-Dynastie-Qianlong-Ära
Koppchen und Untersatz mit mythologischer Szene,材料,"Porzellan, Grisaille-Malerei, Eisenrot, Gold"
Koppchen und Untersatz mit mythologischer Szene,大小,"Höhe x Durchmesser: 3,8 x 7,2 cm (a, Tasse)"
Koppchen und Untersatz mit mythologischer Szene,描述,[SM8HF]
Koppchen und Untersatz mit mythologischer Szene,图片链接,https://recherche.smb.museum/images/4615573_300x300.jpg
Koppchen und Untersatz mit mythologischer Szene,详情链接,https://id.smb.museum/object/1904812/koppchen-und-untersatz-mit-mythologischer-szene
Kleiner Teller,属于,Staatliche Museen zu Berlin
Kleiner Teller,年代,Qing-Dynastie-Qianlong-Ära
Kleiner Teller,材料,"Porzellan, Grisaille-Malerei, Gold"
Kleiner Teller,大小,"Höhe x Durchmesser: 2,3 x 13,7 cm"
Kleiner Teller,描述,[SM8HF]
Kleiner Teller,图片链接,https://recherche.smb.museum/images/4615565_300x300.jpg
Kleiner Teller,详情链接,https://id.smb.museum/object/1904809/kleiner-teller
Teller mit mythologischer Szene,属于,Staatliche Museen zu Berlin
Teller mit mythologischer Szene,年代,Qing-Dynastie-Qianlong-Ära
Teller mit mythologischer Szene,材料,"Porzellan, Grisaille-Malerei, Gold"
Teller mit mythologischer Szene,大小,"Höhe x Durchmesser: 2,8 x 23,1 cm"
Teller mit mythologischer Szene,描述,[SM8HF]
Teller mit mythologischer Szene,图片链接,https://recherche.smb.museum/images/4615570_300x300.jpg
Teller mit mythologischer Szene,详情链接,https://id.smb.museum/object/1904808/teller-mit-mythologischer-szene
Koppchen und Untersatz mit Genre-Szene,属于,Staatliche Museen zu Berlin
Koppchen und Untersatz mit Genre-Szene,年代,Qing-Dynastie-Qianlong-Ära
Koppchen und Untersatz mit Genre-Szene,材料,"Porzellan, Grisaille-Malerei, Gold, Eisenrot"
Koppchen und Untersatz mit Genre-Szene,大小,"Höhe x Durchmesser: 4,2 x 7,9 cm (a, Tasse)"
Koppchen und Untersatz mit Genre-Szene,描述,[SM8HF]
Koppchen und Untersatz mit Genre-Szene,图片链接,https://recherche.smb.museum/images/4615367_300x300.jpg
Koppchen und Untersatz mit Genre-Szene,详情链接,https://id.smb.museum/object/1904807/koppchen-und-untersatz-mit-genre-szene
Teller mit Darstellungen aus der griechischen Mythologie,属于,Staatliche Museen zu Berlin
Teller mit Darstellungen aus der griechischen Mythologie,年代,Qing-Dynastie-Qianlong-Ära
Teller mit Darstellungen aus der griechischen Mythologie,材料,"Porzellan, Grisaille-Malerei, Gold, Eisenrot"
Teller mit Darstellungen aus der griechischen Mythologie,大小,"Höhe x Durchmesser: 2 x 23,3 cm"
Teller mit Darstellungen aus der griechischen Mythologie,描述,[SM8HF]
Teller mit Darstellungen aus der griechischen Mythologie,图片链接,https://recherche.smb.museum/images/4615566_300x300.jpg
Teller mit Darstellungen aus der griechischen Mythologie,详情链接,https://id.smb.museum/object/1904804/teller-mit-darstellungen-aus-der-griechischen-mythologie
Fußschale mit stufenförmigem Deckel,属于,Staatliche Museen zu Berlin
Fußschale mit stufenförmigem Deckel,年代,Qing-Dynastie-frühes 19. Jh.
Fußschale mit stufenförmigem Deckel,材料,"Porzellan, Schmelzfarben, Goldbemalung"
Fußschale mit stufenförmigem Deckel,大小,"Höhe x Durchmesser: 14,2 x 10 cm"
