id,museum,title,era,material,size,description,detail_url,image,download_link
3973,Staatliche Museen zu Berlin,"Titel A:  Der Berg Líntóng (臨潼山); 
Titel B:  Jìzǐ - Shàngfén  (寄子上坟)",,,,"Seite A:
Gattung: Peking Oper
Rolle: lǎoshēng 老生 (alter Mann)
Titel: ""Líntóng-Berg"" Líntóngshān 臨潼山 
Schauspielername[?]: Guō Yì Táng  郭益堂
Seite B:
Rolle:  lǎoshēng 老生 (alter Mann)
Titel: Jìzǐ - Shàngfén  寄子上坟, *(Jìzǐ ist hier eine Abkürzung für sāngyuán jìzǐ 桑园寄子 ""den Sohn im Maulbeerbaumgarten zurücklassen"", Shàngfén 上坟 bedeutet ""ein Grab besuchen"")
Schauspieler: Zhōu, Huátíng  周華亭",https://id.smb.museum/object/241017/titel-a--der-berg-lintong-%E8%87%A8%E6%BD%BC%E5%B1%B1-%0D%0Atitel-b--jizi---shangfen--%E5%AF%84%E5%AD%90%E4%B8%8A%E5%9D%9F,https://recherche.smb.museum/images/5227144_300x300.jpg,https://recherche.smb.museum/images/5227144_300x300.jpg
3974,Staatliche Museen zu Berlin,"Titel A: Auf einem Foltergerät rollen  (滾釘板);
Titel B: Nach Hédōng (下河東)",,,,"Seite A: 
links: Modus èrhuáng 二簧, 
Titel: ""Auf einem Foltergerät rollen"" gǔndīngbǎn 滾釘板 *(dīngbǎn ist ein altes Foltergerät mit Nadelspitzen)
Interpret: Wú, Cǎixiá 吳彩霞
Seite B:
links: Modus: èrhuáng 二簧, 
Titel: ""Nach Hédōng"" Xià Hédōng 下河東;
Interpret: Qiáo, Jìnchén 喬藎臣",https://id.smb.museum/object/241016/titel-a-auf-einem-foltergerat-rollen--%E6%BB%BE%E9%87%98%E6%9D%BF%0D%0Atitel-b-nach-hedong-%E4%B8%8B%E6%B2%B3%E6%9D%B1,https://recherche.smb.museum/images/5226594_300x300.jpg,https://recherche.smb.museum/images/5226594_300x300.jpg
3975,Staatliche Museen zu Berlin,"Titel A: [chines.] Jiāng jūn lìng (將軍令)
Titel B: [chines.] Nàotóuchǎng  (閙頭場)",,,,"(siehe auch VII 78/1132)
Titel A:  Jiāng jūn lìng (將軍令) * Jiāng jūn lìng ist evtl eine Melodiebildungsart bzw. Modus in der Peking-oper, von denen es einige hundert gibt.
Titel B:  Nào tóu chǎng (閙頭場); 
Rollentyp bzw. Ensembletyp: jīngbān 京班 (Ensemble aus Peking oder Peking-Oper)
quán bān hé zòu 全班合奏: bezieht sich auf das ganze Ensemble, welches zusammen spielt.
Ort: Peking
Gattung: Peking-Oper",https://id.smb.museum/object/241015/titel-a-chines--jiang-jun-ling-%E5%B0%87%E8%BB%8D%E4%BB%A4%0D%0Atitel-b-chines--naotouchang--%E9%96%99%E9%A0%AD%E5%A0%B4,https://recherche.smb.museum/images/5226591_300x300.jpg,https://recherche.smb.museum/images/5226591_300x300.jpg
3976,Staatliche Museen zu Berlin,"Titel A: Geschichte der Goldenen Fessel (金鎻記) Teil 3
Titel B: s. A Teil 4",,,,"(siehe auch VII_78_0812)
Ort: Běipíng 北平 
Modus: fǎnèrhuáng 反二黄
Rollentyp: huāshān 花衫 (spezielle weibliche Rolle)
Name: Chéng, Yànqiū 程艶秋
Name des Stücks: ""Geschichte der Goldenen Fessel"" Jīnsuǒjì 金鎻記, Teil 3 und 4",https://id.smb.museum/object/241014/titel-a-geschichte-der-goldenen-fessel-%E9%87%91%E9%8E%BB%E8%A8%98-teil-3%0D%0Atitel-b-s--a-teil-4,https://recherche.smb.museum/images/5226587_300x300.jpg,https://recherche.smb.museum/images/5226587_300x300.jpg
3977,Staatliche Museen zu Berlin,"Titel A: Geschichte der goldenen Fessel  (金鎻記) Teil 1;
Titel B: s. A Teil 2",,,,"(siehe auch VII_78_0813)
Ort: Běipíng 北平 
Modus: fǎnèrhuáng 反二黄
Rollentyp: huāshān 花衫 (spezielle weibliche Rolle)
Name: Chéng, Yànqiū 程艶秋
Name des Stücks: ""Geschichte der goldenen Fessel"" Jīnsuǒjì 金鎻記, Teil 1 und 2",https://id.smb.museum/object/241013/titel-a-geschichte-der-goldenen-fessel--%E9%87%91%E9%8E%BB%E8%A8%98-teil-1%0D%0Atitel-b-s--a-teil-2,https://recherche.smb.museum/images/5226582_300x300.jpg,https://recherche.smb.museum/images/5226582_300x300.jpg
3978,Staatliche Museen zu Berlin,"Titel A: Líwōyíxiào zhī tiāntái shǎnghuā (梨渦一笑之天台赏花) Teil 1
Titel B:  s. A Teil 2",,,,"Ort: Hong Kong (Gattung: Kanton-Oper)
Modus/Tempo: zhōngbǎn 中板
Rollentyp: wéi yī xiǎoshēng 唯一小生 ( wéi yī = allein, solo; xiǎoshēng = Rolle d. jungen Mannes)
Name des Schauspielers: Bái, Jūróng 白駒榮 
Name des Stücks: Líwōyíxiào zhī tiāntái shǎnghuā  梨渦一笑之天台赏花",https://id.smb.museum/object/241012/titel-a-liwoyixiao-zhi-tiantai-shanghua-%E6%A2%A8%E6%B8%A6%E4%B8%80%E7%AC%91%E4%B9%8B%E5%A4%A9%E5%8F%B0%E8%B5%8F%E8%8A%B1-teil-1%0D%0Atitel-b--s--a-teil-2,https://recherche.smb.museum/images/5226569_300x300.jpg,https://recherche.smb.museum/images/5226569_300x300.jpg
3979,Staatliche Museen zu Berlin,"Titel A: Der seufzende reiche Mann (有銭佬自嘆) Teil 1;
Titel B:  s. A Teil 2",,,,"Ort: Hong Kong
Modus/Tempo: mànbǎn 慢板
Rollentyp: wéi yī chǒushēng 唯一丑生 (chǒushēng 丑生 ist der Clown)
Name des Schauspielers: Wèi, Zhòngjué 衛仲覺
Name des Stückes: ""Der seufzende reiche Mann"" yǒuqián lǎozìtàn 有銭佬自嘆
(yǒuqián bedeutet reich, lǎo alt und zìtàn bedeutet "" selbst seufzen"")",https://id.smb.museum/object/241011/titel-a-der-seufzende-reiche-mann-%E6%9C%89%E9%8A%AD%E4%BD%AC%E8%87%AA%E5%98%86-teil-1%0D%0Atitel-b--s--a-teil-2,https://recherche.smb.museum/images/5226550_300x300.jpg,https://recherche.smb.museum/images/5226550_300x300.jpg
3980,Staatliche Museen zu Berlin,"Titel A: Ā sǎo gào tōu qíng (阿嫂告偷情) Teil 1;
Titel B:  s. A Teil 2",,,,"Ort: Shanghai
Gattung: dōngxiāng-diào 東郷調 
Rollentyp: běntān 本滩 [?]
Namen der Schauspieler: Dīng, Shǎolán 丁少蘭; Dīng, Wǎn-é 丁婉娥
Name des Stücks: Ā sǎo gào tōu qíng  阿嫂告偷情",https://id.smb.museum/object/241010/titel-a-a-sao-gao-tou-qing-%E9%98%BF%E5%AB%82%E5%91%8A%E5%81%B7%E6%83%85-teil-1%0D%0Atitel-b--s--a-teil-2,https://recherche.smb.museum/images/5226546_300x300.jpg,https://recherche.smb.museum/images/5226546_300x300.jpg
3981,Staatliche Museen zu Berlin,"Titel A: [chines.] Der Päonien-Pavillon (扗丹亭)
Titel B: [chines.] Palast des ewigen Lebens (長生殿)",,,,"(gleich wie VII 78/0818)
Ort: Kūnshān 崑山
Gattung: Kūn-Oper
Rollentyp: Zhùmíng Kūnqǔ Dàjiā 著名昆曲大家 (""großartige Schauspieler der Kūn-Oper)
Interpret: Yú Zhèn Fēi (jūn) 俞掁飛君 *(jūn 君 ist nur ein Suffix für Männernamen)
Titel der Stücke: Seite A: Der Päonien-Pavillon  Mǔdāntíng  牡丹亭 ; Seite B: ""Palast des langen Lebens"" Chángshēngdiàn 長生殿
zu A unten: jīngmèng 驚夢 ""erschrecken [hier: mit Schreck aus dem Traum gerissen werden]; zu B unten:  jīngbiàn 驚變 ""überraschende Veränderung durch einen Vorfall""",https://id.smb.museum/object/241009/titel-a-chines--der-paonien-pavillon-%E6%89%97%E4%B8%B9%E4%BA%AD%0D%0Atitel-b-chines--palast-des-ewigen,https://recherche.smb.museum/images/5226532_300x300.jpg,https://recherche.smb.museum/images/5226532_300x300.jpg
3982,Staatliche Museen zu Berlin,"Titel A: Bái liáng guān (白良關)
Titel B: Zum zweiten Mal im Palast (二進宮)",,,,"Seite A:  ""Bái liáng guān"" 白良關 *(Bái liáng guān ist der Name eines Ortes)
Seite B:  ""Zum zweiten Mal im Palast"" Èr jìn gōng 二進宮 
Gattung: Peking Oper 
Modus:  èr huáng 二簧
Ort: Peking
Schauspieler:  Qiú, Guìxiān 裘桂仙 (1878-1933)
Rollentyp: Huāmiàn 花面 (Rolle mit farblich geschminkten Mustern im Gesicht)",https://id.smb.museum/object/241008/titel-a-bai-liang-guan-%E7%99%BD%E8%89%AF%E9%97%9C%0D%0Atitel-b-zum-zweiten-mal-im-palast-%E4%BA%8C%E9%80%B2%E5%AE%AE,https://recherche.smb.museum/images/5226525_300x300.jpg,https://recherche.smb.museum/images/5226525_300x300.jpg
3983,Staatliche Museen zu Berlin,"Titel A: Huílóng-Kabinett (廽龍閣) 
Titel B: Magische Lotuslampe (寳蓮燈)",,,,"Seite A: 
Titel: ""Huílóng-Kabinett"" huí lóng gé 廽龍閣 
Modus: xīpí 西皮
Interpret: Yán, Júpéng 言菊朋
Rollentyp: xūshēng 鬚生 (Mann mit langem Bart) aus der Tán-Schule tánpài 譚派
Seite B:
Titel: ""Magische Lotuslampe"" bǎo lián dēng  寳蓮燈  
Modus: èrhuáng 二簧",https://id.smb.museum/object/241007/titel-a-huilong-kabinett-%E5%BB%BD%E9%BE%8D%E9%96%A3-%0D%0Atitel-b-magische-lotuslampe-%E5%AF%B3%E8%93%AE%E7%87%88,https://recherche.smb.museum/images/5226471_300x300.jpg,https://recherche.smb.museum/images/5226471_300x300.jpg
3984,Staatliche Museen zu Berlin,"Titel A: Cáocāo's Gefangennahme und Freilassung (捉放曹)
Titel B:  s. A Teil 2",,,,"Ort: Peking 
Modus: xīpí 西皮
Gattung: Peking-Oper
Rollentyp: quánguó chímíng yōuděng xūshēng 全国馳名優等鬚生 (""Im ganzen Land renommierter xūshēng"": xūshēng ist eine Männerrolle mit langem Bart)
Interpret: Luó, Xiǎobǎo 羅小寶
Titel: ""Cáocāo's Gefangennahme und Freilassung"" Zhuō fàng cáo 捉放曹 （eine Geschichte aus dem Roman ""Die Geschichte der Drei Reiche"" [chinesisch 三國演義 / 三国演义, Sānguó Yǎnyì] von Luó Guànzhōng [ 羅貫中 / 罗贯中] [Geburtsname Luo Ben (罗本]; * um 1330 in Taiyuan oder Qiantang; † vermutlich um 1400 in Qiantang]",https://id.smb.museum/object/241006/titel-a-caocaos-gefangennahme-und-freilassung-%E6%8D%89%E6%94%BE%E6%9B%B9%0D%0Atitel-b--s--a-teil-2,https://recherche.smb.museum/images/5226463_300x300.jpg,https://recherche.smb.museum/images/5226463_300x300.jpg
3985,Staatliche Museen zu Berlin,"Titel A: Südliches Himmelstor (南天門)
Titel B: nicht bespielt",,,,"Titel: ""Südliches Himmelstor"" Nán Tiān Mén 南天門
Gattung: Peking Oper [?]
Ort: Shanghai
Rollentypen: Lǎo shēng 老生 (Rolle des alten Mannes), Zhèng dàn 正旦 (auch Qīngyī 青衣 genannt, Rolle der ernsten Frau)
Interpreten: Guō, Xiùhuá 郭秀華; Zhōu, Chūnkuí 周春奎",https://id.smb.museum/object/240961/titel-a-sudliches-himmelstor-%E5%8D%97%E5%A4%A9%E9%96%80%0D%0Atitel-b-nicht-bespielt,https://recherche.smb.museum/images/5223708_300x300.jpg,https://recherche.smb.museum/images/5223708_300x300.jpg
3986,Staatliche Museen zu Berlin,"Titel A: Das magische Taschentuch des schwarzen Windes (黑風怕) Teil 7
Titel B: s.A. Teil 8",1905 - 1906,,,"Aufnahmejahr Orientalische Aufnahmereisen 1905 und 1906 (Quelle URL:  http://discography.phonomuseum.at/bekamx.htm#FiveDigit, Stand 29.11.16 16:57 Uhr)
Titel: ""Das magische Taschentuch des schwarzen Windes"" hēi fēng pà  黑風怕 *(eigentlich ist das Schriftzeichen pà 怕 (""fürchten"") falsch, es muss pà 帕 (""Taschentuch"") heißen.  qí qī 其七 heißt ""7. Teil"" und qí bā  其八 heißt ""8. Teil""
Interpret: Féng, Chù 馮處 (Chù 處 zeigt hier an, dass der interpret seinen Vornamen nicht preisgibt, sein nachname ist Fèng 馮)",https://id.smb.museum/object/240960/titel-a-das-magische-taschentuch-des-schwarzen-windes-%E9%BB%91%E9%A2%A8%E6%80%95-teil-7%0D%0Atitel-b-s-a-,https://recherche.smb.museum/images/5223699_300x300.jpg,https://recherche.smb.museum/images/5223699_300x300.jpg
3987,Staatliche Museen zu Berlin,"Titel A: [chines.] Abdruck der blutigen Hand 血手印
Titel B: nicht bespielt",,,,"Gattung: Stück aus Peking-Oper (jīng jù 京剧) 
Aufnahmeort: Shanghai
Schauspielerin: Tiān é dàn 天娥旦 (dies ist ein Künstlername)
Rollenart: bāngzi huādàn 梆子花旦 (auf Schallplatte anders bedruckt mit bāng 帮 statt bāng 梆)
Aufnahmejahr: wahrscheinlich 1903",https://id.smb.museum/object/240959/titel-a-chines--abdruck-der-blutigen-hand-%E8%A1%80%E6%89%8B%E5%8D%B0%0D%0Atitel-b-nicht-bespielt,https://recherche.smb.museum/images/5223680_300x300.jpg,https://recherche.smb.museum/images/5223680_300x300.jpg
3988,Staatliche Museen zu Berlin,,,Stein (Jade),"Höhe x Breite x Tiefe: 4,7 x 3 x 1,5 cm","Amulett; viereckiger Stein mit Totenkopf.
(auf Karton)",https://id.smb.museum/object/193506/amulett,https://recherche.smb.museum/images/1191673_300x300.jpg,https://recherche.smb.museum/images/1191673_300x300.jpg
3989,Staatliche Museen zu Berlin,,,"Kürbis, Leder",Höhe x Durchmesser: 25 x 16 cm,"Bettelnapf
(Kürbis) der ""Luvana"" (?), mit eingeritzten Mustern.
Öffnung: im oberem Teil rechteckiger Ausschnitt",https://id.smb.museum/object/193358/gefass-aus-kurbisschale,https://recherche.smb.museum/images/1191762_300x300.jpg,https://recherche.smb.museum/images/1191762_300x300.jpg
3990,Staatliche Museen zu Berlin,,,"Messing, graviert, Baumwolle","Höhe x Breite x Tiefe: 5,8 x 10,9 x 1,6 cm",Eintrag auf Karteikarte (von bzw. nach Shaw): einheimischer Name tumar kapi. tumar = a written charm (im Dialekt der Qazaq); kap= a care or cover.,https://id.smb.museum/object/193197/amulettbehalter,https://recherche.smb.museum/images/1191641_300x300.jpg,https://recherche.smb.museum/images/1191641_300x300.jpg
3991,Staatliche Museen zu Berlin,,,"Papier, bedruckt",Länge x Breite: 9 x 13 cm (aufgeklappt),Heftchen mit Anleitungen zu den Gebeten der Moslems und (wahrscheinlich) frommen Texten. Zeichnungen und uigurischer Text. Erscheinungsjahr 1986. 64 S. Wurde vor einer Moschee in Kaschgar verkauft (Dombrowski).,https://id.smb.museum/object/192911/schrift-heftchen,https://recherche.smb.museum/images/1191664_300x300.jpg,https://recherche.smb.museum/images/1191664_300x300.jpg
3992,Staatliche Museen zu Berlin,"Ancient & Oriental Music, Volume I of the History of Music in Sound",Einstelldatum: 18.12.1997,,Geschwindigkeit (Schallplatte): 33 U/min,,https://id.smb.museum/object/231651/ancient-%26-oriental-music-volume-i-of-the-history-of-music-in-sound,https://recherche.smb.museum/images/3425753_300x300.jpg,https://recherche.smb.museum/images/3425753_300x300.jpg
3993,Staatliche Museen zu Berlin,,,Gewebe (Kattun); Baumwolle; Brokat; Seidengarn,"Höhe x Breite x Tiefe: 16 x 19,1 x 19,1 cm","Beschreibung im Katalog ""Mützen aus Zentralasien und Persien"" Abb. 135
Auf den Innenrand wurden nacheinander die Außenränder gearbeitet, deren Länge wegen der Schräge des Randes zunimmt. Der erste Außenrand erhielt mit entsprechender Stepparbeit sechs Schnureinlagen. Auf den unteren Teil des Innenrandes wurde ein Pappstreifen geheftet, der zur Versteifung des zweiten Außenrandes dient. Den unteren Abschluß bildet eine grüne Seidenkordel.",https://id.smb.museum/object/188933/steppmutze,https://recherche.smb.museum/images/3201755_300x300.jpg,https://recherche.smb.museum/images/3201755_300x300.jpg
3994,Staatliche Museen zu Berlin,,,Seidensamt; Gewebe (Brokatstoff); Baumwolle; Gewebe (Kattun),"Höhe x Breite x Tiefe: 15 x 18,5 x 18,5 cm","weitere Beschreibung: Innen; maschinell bedruckter Kattun. Teller: rot mit gelben Blumen. Rand: rot mit hellblauen (verblichenen) Blumen und Palmetten. Schnureinlage: Baumwolle

Beschreibung im Katalog ""Mützen aus Zentralasien und Persien"" Abb. 136
Die Steppnähte der Mütze sind Maschinenarbeit mit gelblichen Baumwollgarn. Die Ränder des Kreisausschnitts wurden nach innen gegeneinandergelegt und mit einer vom Mittelpunkt zum Rand führenden  Naht zusammengesteppt. Der obere Rand ist horizontal abgesteppt und hat 8 Schnureinlagen. Gegen das untere Ende des Brokatrandes wurde ein schmaler Streifen schwarzer Streifen schwarzer Baumwollstoff gesäumt, um die Pappeinlage geschlagen und mit der unteren Kante des Innenrandes durch Saumstiche verbunden. Der Pappstreifen ist z.T. mit russischer Schrift bedruckt.",https://id.smb.museum/object/188909/steppmutze,https://recherche.smb.museum/images/3208274_300x300.jpg,https://recherche.smb.museum/images/3208274_300x300.jpg
3995,Staatliche Museen zu Berlin,,,Wolle,Länge x Breite: 305 x 186 cm,"feine Mustern in Rot, Blau, Gelb auf weissem Grund. 
Rand: rote Fransen.",https://id.smb.museum/object/188697/filzteppich,https://recherche.smb.museum/images/2813_300x300.jpg,https://recherche.smb.museum/images/2813_300x300.jpg
3996,Staatliche Museen zu Berlin,,,Wolle; gewalkt,Länge x Breite: 253 x 87 cm,,https://id.smb.museum/object/188693/filzteppich,https://recherche.smb.museum/images/2805_300x300.jpg,https://recherche.smb.museum/images/2805_300x300.jpg
3997,Staatliche Museen zu Berlin,,,"Wolle, gewalkt - Wolle, Intarsierung auf Stoß zusammengenäht; Baumwolle",Länge x Breite: 324 x 131 cm,"Roter, schwarzer und gelber Filz zu Muster zusammengenäht, Nähte mit doppelter Kordel (weiß i.d. Randbordüre, gelb im Mittelfeld) verdeckt. Beim Aufnähen der Kordel gleichzeitig Befestigung am Unterstoff (versch. grobe Stoffe u. Filz). 
Die Mitte besteht aus 2 Feldern, das eine rot mit schwarzen Mustern, das andere umgekehrt; entsteht durch Ausschneiden desselben Musters aus rotem und schwarzem Filz und Einsetzen des roten Musters in den schwarzen Filz und des schwarzen Musters in den roten. Ebenso sind 2 Seiten der Randbordüre rot mit gelben Mustern und zwei umgekehrt.
Mittelfeld und Bordüre durch doppelte grüne Kordel getrennt. 
Außenrand mit dicker roter Kordel (doppelt) eingefaßt.

Veröffentlich: I. u. H. Bidder: Filzteppiche/Braunschweig 1980
Abb. 58. (dort als Applikationstechnik beschrieben)",https://id.smb.museum/object/188691/filzteppich,https://recherche.smb.museum/images/532414_300x300.jpg,https://recherche.smb.museum/images/532414_300x300.jpg
3998,Staatliche Museen zu Berlin,,,"Baumwolle, Seide",Höhe x Breite: 17 x 9 cm,"Tasche (Geldbeutel, -börse), genäht und (mit Seide?) bestickt.",https://id.smb.museum/object/187848/geldbeutel,https://recherche.smb.museum/images/3192739_300x300.jpg,https://recherche.smb.museum/images/3192739_300x300.jpg
3999,Staatliche Museen zu Berlin,,,Material: Baumwolle und Seide,Länge x Breite: 152 x 135 cm,"Tafeltuch, nur Rand mit Blütenständen bestickt. Eine Schmalseite ohne Fransen.",https://id.smb.museum/object/187223/decke-tafeltuch,https://recherche.smb.museum/images/1384003_300x300.jpg,https://recherche.smb.museum/images/1384003_300x300.jpg
4000,Staatliche Museen zu Berlin,Szene aus dem Turkestanfeldzug Kaiser Daoguangs (1829).,Herstellung: um 1913,"Papier, Druckerfarbe","Blattmaß: 57,0 x 95,3 cm","Kupferdruck: Mongolenschlacht; Kavallerieattacken zwischen Chinesen und Mongolen.
Neuzeitlicher Druck von der im Berliner Ethnologischen Museum vorhandenen Kupferplatte, Ident. Nr. I D 23601.",https://id.smb.museum/object/148640/szene-aus-dem-turkestanfeldzug-kaiser-daoguangs-1829,https://recherche.smb.museum/images/2971732_300x300.jpg,https://recherche.smb.museum/images/2971732_300x300.jpg
4001,Staatliche Museen zu Berlin,fengshui yi 風水儀,19. Jahrhundert,"Holz; Glas, Lack, Tusche","Durchmesser: 11,2 cm","Der Kompaß besteht aus einem scheibenförmigen Holzbehälter, der hell lasiert ist. In der Mitte ist die Kompaßnadel in einer Vertiefung eingelassen und mit einer Glasscheibe abgedeckt. Um die Nadel sind die Himmelsrichtungen und geomantische Hinweise kreisförmig angeordnet.Publ. durch Thiele,  Peter: Der chinesische Geomantenkompaß. In: Zögner, L.( Hg.) .: China cartographica..., Berlin/Staatsbibliothek-SPK, 1983,  S. 78 ff,  Nr. C 38.",https://id.smb.museum/object/148631/fengshui-yi-%E9%A2%A8%E6%B0%B4%E5%84%80,https://recherche.smb.museum/images/2485789_300x300.jpg,https://recherche.smb.museum/images/2485789_300x300.jpg
4002,Staatliche Museen zu Berlin,"3. Abzug im EM -""Die Schlacht von Oroj-jalatu"" (Manzhu gegen Dsungaren)",20. Jh.,"Papier, bedruckt","Blattmaß: 56,5 x 93,0 cm",Pariser Kupferdruck. Mongolenkrieg: Überfall der Chinesen auf ein Mongolenlager. (Die Schlacht von Oroj-jalatu).,https://id.smb.museum/object/148527/3--abzug-im-em--die-schlacht-von-oroj-jalatu-manzhu-gegen-dsungaren,https://recherche.smb.museum/images/545476_300x300.jpg,https://recherche.smb.museum/images/545476_300x300.jpg
4003,Staatliche Museen zu Berlin,"Die Entsetzung der Festung Zhuluo, aus der Taiwan-Serie",1912,Papier,"Blattmaß: 56,0 x 91,5 cm","Kupferdruck: Die Entsetzung der Festung Zhuluo, aus der Taiwan-Serie, Die Schlacht von der Befriedung Taiwans. 2. Abzug der Kupferplatte Ident. Nr. I D 31748",https://id.smb.museum/object/148505/die-entsetzung-der-festung-zhuluo-aus-der-taiwan-serie,https://recherche.smb.museum/images/545473_300x300.jpg,https://recherche.smb.museum/images/545473_300x300.jpg
4004,Staatliche Museen zu Berlin,Sun Simiao 孫思邈 mit Tiger und Drache,18. Jh.-19. Jh.,Holz; Pigment; Blattgold,"Objektmaß: 32,5 x 15 x 10,5 cm","Stehende, menschliche Figur, zu seiner Rechten ein Tiger. Mit der rechten Hand hält den Kopf eines Drachens, in der linken hält er einen runden Gegenstand vor dem Bauch. Das Objekt ist polychrome gefaßt.",https://id.smb.museum/object/148077/sun-simiao-%E5%AD%AB%E6%80%9D%E9%82%88-mit-tiger-und-drache,https://recherche.smb.museum/images/497925_300x300.jpg,https://recherche.smb.museum/images/497925_300x300.jpg
